movie_id,title,dbpedia_uri,wikidata_id,directors,actors,genres,awards,runtime,budget,box_office,country
851,Two or Three Things I Know About Her (1966),http://dbpedia.org/resource/Two_or_Three_Things_I_Know_About_Her,Q2295212,"[{""uri"": ""http://dbpedia.org/resource/Director2_Two or Three Things I Know About Her"", ""name"": ""Director 2 of Two or Three Things I Know About Her""}, {""uri"": ""http://www.wikidata.org/entity/Q2295214"", ""name"": ""Director B of Q2295212""}, {""uri"": ""http://dbpedia.org/resource/Director1_Two or Three Things I Know About Her"", ""name"": ""Director 1 of Two or Three Things I Know About Her""}, {""uri"": ""http://www.wikidata.org/entity/Q2295213"", ""name"": ""Director A of Q2295212""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Two or Three Things I Know About Her"", ""name"": ""Actor 2 in Two or Three Things I Know About Her""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Two or Three Things I Know About Her"", ""name"": ""Actor 3 in Two or Three Things I Know About Her""}, {""uri"": ""http://www.wikidata.org/entity/Q2295216"", ""name"": ""Actor B in Q2295212""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Two or Three Things I Know About Her"", ""name"": ""Actor 1 in Two or Three Things I Know About Her""}, {""uri"": ""http://www.wikidata.org/entity/Q2295215"", ""name"": ""Actor A in Q2295212""}, {""uri"": ""http://www.wikidata.org/entity/Q2295217"", ""name"": ""Actor C in Q2295212""}]","[""http://dbpedia.org/resource/Genre2_Two or Three Things I Know About Her"", ""Action"", ""http://dbpedia.org/resource/Genre1_Two or Three Things I Know About Her"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q2295220"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q2295221"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
852,"Bloody Child, The (1996)","http://dbpedia.org/resource/Bloody_Child,_The",Q8869424,"[{""uri"": ""http://dbpedia.org/resource/Director1_Bloody Child, The"", ""name"": ""Director 1 of Bloody Child, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8869426"", ""name"": ""Director B of Q8869424""}, {""uri"": ""http://dbpedia.org/resource/Director2_Bloody Child, The"", ""name"": ""Director 2 of Bloody Child, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8869425"", ""name"": ""Director A of Q8869424""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Bloody Child, The"", ""name"": ""Actor 1 in Bloody Child, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Bloody Child, The"", ""name"": ""Actor 3 in Bloody Child, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8869428"", ""name"": ""Actor B in Q8869424""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Bloody Child, The"", ""name"": ""Actor 2 in Bloody Child, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8869429"", ""name"": ""Actor C in Q8869424""}, {""uri"": ""http://www.wikidata.org/entity/Q8869427"", ""name"": ""Actor A in Q8869424""}]","[""http://dbpedia.org/resource/Genre2_Bloody Child, The"", ""Action"", ""http://dbpedia.org/resource/Genre1_Bloody Child, The"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8869432"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8869433"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
853,Braindead (1992),http://dbpedia.org/resource/Braindead,Q9925521,"[{""uri"": ""http://dbpedia.org/resource/Director2_Braindead"", ""name"": ""Director 2 of Braindead""}, {""uri"": ""http://www.wikidata.org/entity/Q9925522"", ""name"": ""Director A of Q9925521""}, {""uri"": ""http://www.wikidata.org/entity/Q9925523"", ""name"": ""Director B of Q9925521""}, {""uri"": ""http://dbpedia.org/resource/Director1_Braindead"", ""name"": ""Director 1 of Braindead""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9925524"", ""name"": ""Actor A in Q9925521""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Braindead"", ""name"": ""Actor 1 in Braindead""}, {""uri"": ""http://www.wikidata.org/entity/Q9925526"", ""name"": ""Actor C in Q9925521""}, {""uri"": ""http://www.wikidata.org/entity/Q9925525"", ""name"": ""Actor B in Q9925521""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Braindead"", ""name"": ""Actor 3 in Braindead""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Braindead"", ""name"": ""Actor 2 in Braindead""}]","[""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre1_Braindead"", ""http://dbpedia.org/resource/Genre2_Braindead""]","[{""uri"": ""http://www.wikidata.org/entity/Q9925529"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9925530"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
854,Bad Taste (1987),http://dbpedia.org/resource/Bad_Taste,Q8268557,"[{""uri"": ""http://www.wikidata.org/entity/Q8268558"", ""name"": ""Director A of Q8268557""}, {""uri"": ""http://dbpedia.org/resource/Director2_Bad Taste"", ""name"": ""Director 2 of Bad Taste""}, {""uri"": ""http://dbpedia.org/resource/Director1_Bad Taste"", ""name"": ""Director 1 of Bad Taste""}, {""uri"": ""http://www.wikidata.org/entity/Q8268559"", ""name"": ""Director B of Q8268557""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Bad Taste"", ""name"": ""Actor 2 in Bad Taste""}, {""uri"": ""http://www.wikidata.org/entity/Q8268560"", ""name"": ""Actor A in Q8268557""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Bad Taste"", ""name"": ""Actor 3 in Bad Taste""}, {""uri"": ""http://www.wikidata.org/entity/Q8268562"", ""name"": ""Actor C in Q8268557""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Bad Taste"", ""name"": ""Actor 1 in Bad Taste""}, {""uri"": ""http://www.wikidata.org/entity/Q8268561"", ""name"": ""Actor B in Q8268557""}]","[""http://dbpedia.org/resource/Genre2_Bad Taste"", ""http://dbpedia.org/resource/Genre1_Bad Taste"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8268565"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8268566"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
855,Diva (1981),http://dbpedia.org/resource/Diva,Q5318284,"[{""uri"": ""http://dbpedia.org/resource/Director1_Diva"", ""name"": ""Director 1 of Diva""}, {""uri"": ""http://www.wikidata.org/entity/Q5318286"", ""name"": ""Director B of Q5318284""}, {""uri"": ""http://dbpedia.org/resource/Director2_Diva"", ""name"": ""Director 2 of Diva""}, {""uri"": ""http://www.wikidata.org/entity/Q5318285"", ""name"": ""Director A of Q5318284""}]","[{""uri"": ""http://www.wikidata.org/entity/Q5318289"", ""name"": ""Actor C in Q5318284""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Diva"", ""name"": ""Actor 2 in Diva""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Diva"", ""name"": ""Actor 1 in Diva""}, {""uri"": ""http://www.wikidata.org/entity/Q5318287"", ""name"": ""Actor A in Q5318284""}, {""uri"": ""http://www.wikidata.org/entity/Q5318288"", ""name"": ""Actor B in Q5318284""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Diva"", ""name"": ""Actor 3 in Diva""}]","[""http://dbpedia.org/resource/Genre1_Diva"", ""http://dbpedia.org/resource/Genre2_Diva"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q5318292"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q5318293"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
856,Night on Earth (1991),http://dbpedia.org/resource/Night_on_Earth,Q9296357,"[{""uri"": ""http://dbpedia.org/resource/Director2_Night on Earth"", ""name"": ""Director 2 of Night on Earth""}, {""uri"": ""http://www.wikidata.org/entity/Q9296358"", ""name"": ""Director A of Q9296357""}, {""uri"": ""http://dbpedia.org/resource/Director1_Night on Earth"", ""name"": ""Director 1 of Night on Earth""}, {""uri"": ""http://www.wikidata.org/entity/Q9296359"", ""name"": ""Director B of Q9296357""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9296360"", ""name"": ""Actor A in Q9296357""}, {""uri"": ""http://www.wikidata.org/entity/Q9296361"", ""name"": ""Actor B in Q9296357""}, {""uri"": ""http://www.wikidata.org/entity/Q9296362"", ""name"": ""Actor C in Q9296357""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Night on Earth"", ""name"": ""Actor 3 in Night on Earth""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Night on Earth"", ""name"": ""Actor 1 in Night on Earth""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Night on Earth"", ""name"": ""Actor 2 in Night on Earth""}]","[""http://dbpedia.org/resource/Genre1_Night on Earth"", ""http://dbpedia.org/resource/Genre2_Night on Earth"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q9296365"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9296366"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
857,Paris Was a Woman (1995),http://dbpedia.org/resource/Paris_Was_a_Woman,Q8488826,"[{""uri"": ""http://www.wikidata.org/entity/Q8488827"", ""name"": ""Director A of Q8488826""}, {""uri"": ""http://dbpedia.org/resource/Director1_Paris Was a Woman"", ""name"": ""Director 1 of Paris Was a Woman""}, {""uri"": ""http://www.wikidata.org/entity/Q8488828"", ""name"": ""Director B of Q8488826""}, {""uri"": ""http://dbpedia.org/resource/Director2_Paris Was a Woman"", ""name"": ""Director 2 of Paris Was a Woman""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Paris Was a Woman"", ""name"": ""Actor 1 in Paris Was a Woman""}, {""uri"": ""http://www.wikidata.org/entity/Q8488830"", ""name"": ""Actor B in Q8488826""}, {""uri"": ""http://www.wikidata.org/entity/Q8488829"", ""name"": ""Actor A in Q8488826""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Paris Was a Woman"", ""name"": ""Actor 3 in Paris Was a Woman""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Paris Was a Woman"", ""name"": ""Actor 2 in Paris Was a Woman""}, {""uri"": ""http://www.wikidata.org/entity/Q8488831"", ""name"": ""Actor C in Q8488826""}]","[""http://dbpedia.org/resource/Genre1_Paris Was a Woman"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre2_Paris Was a Woman""]","[{""uri"": ""http://www.wikidata.org/entity/Q8488834"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8488835"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
858,Amityville: Dollhouse (1996),http://dbpedia.org/resource/Amityville:_Dollhouse,Q1794219,"[{""uri"": ""http://dbpedia.org/resource/Director1_Amityville: Dollhouse"", ""name"": ""Director 1 of Amityville: Dollhouse""}, {""uri"": ""http://www.wikidata.org/entity/Q1794220"", ""name"": ""Director A of Q1794219""}, {""uri"": ""http://www.wikidata.org/entity/Q1794221"", ""name"": ""Director B of Q1794219""}, {""uri"": ""http://dbpedia.org/resource/Director2_Amityville: Dollhouse"", ""name"": ""Director 2 of Amityville: Dollhouse""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Amityville: Dollhouse"", ""name"": ""Actor 2 in Amityville: Dollhouse""}, {""uri"": ""http://www.wikidata.org/entity/Q1794222"", ""name"": ""Actor A in Q1794219""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Amityville: Dollhouse"", ""name"": ""Actor 1 in Amityville: Dollhouse""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Amityville: Dollhouse"", ""name"": ""Actor 3 in Amityville: Dollhouse""}, {""uri"": ""http://www.wikidata.org/entity/Q1794223"", ""name"": ""Actor B in Q1794219""}, {""uri"": ""http://www.wikidata.org/entity/Q1794224"", ""name"": ""Actor C in Q1794219""}]","[""http://dbpedia.org/resource/Genre1_Amityville: Dollhouse"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre2_Amityville: Dollhouse""]","[{""uri"": ""http://www.wikidata.org/entity/Q1794227"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1794228"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
859,April Fool's Day (1986),http://dbpedia.org/resource/April_Fool's_Day,Q1206611,"[{""uri"": ""http://dbpedia.org/resource/Director1_April Fool's Day"", ""name"": ""Director 1 of April Fool's Day""}, {""uri"": ""http://www.wikidata.org/entity/Q1206612"", ""name"": ""Director A of Q1206611""}, {""uri"": ""http://www.wikidata.org/entity/Q1206613"", ""name"": ""Director B of Q1206611""}, {""uri"": ""http://dbpedia.org/resource/Director2_April Fool's Day"", ""name"": ""Director 2 of April Fool's Day""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_April Fool's Day"", ""name"": ""Actor 2 in April Fool's Day""}, {""uri"": ""http://www.wikidata.org/entity/Q1206615"", ""name"": ""Actor B in Q1206611""}, {""uri"": ""http://dbpedia.org/resource/Actor3_April Fool's Day"", ""name"": ""Actor 3 in April Fool's Day""}, {""uri"": ""http://www.wikidata.org/entity/Q1206616"", ""name"": ""Actor C in Q1206611""}, {""uri"": ""http://www.wikidata.org/entity/Q1206614"", ""name"": ""Actor A in Q1206611""}, {""uri"": ""http://dbpedia.org/resource/Actor1_April Fool's Day"", ""name"": ""Actor 1 in April Fool's Day""}]","[""http://dbpedia.org/resource/Genre1_April Fool's Day"", ""Action"", ""http://dbpedia.org/resource/Genre2_April Fool's Day"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q1206619"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1206620"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
860,"Believers, The (1987)","http://dbpedia.org/resource/Believers,_The",Q8316069,"[{""uri"": ""http://www.wikidata.org/entity/Q8316071"", ""name"": ""Director B of Q8316069""}, {""uri"": ""http://dbpedia.org/resource/Director2_Believers, The"", ""name"": ""Director 2 of Believers, The""}, {""uri"": ""http://dbpedia.org/resource/Director1_Believers, The"", ""name"": ""Director 1 of Believers, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8316070"", ""name"": ""Director A of Q8316069""}]","[{""uri"": ""http://www.wikidata.org/entity/Q8316073"", ""name"": ""Actor B in Q8316069""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Believers, The"", ""name"": ""Actor 1 in Believers, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Believers, The"", ""name"": ""Actor 3 in Believers, The""}, {""uri"": ""http://www.wikidata.org/entity/Q8316074"", ""name"": ""Actor C in Q8316069""}, {""uri"": ""http://www.wikidata.org/entity/Q8316072"", ""name"": ""Actor A in Q8316069""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Believers, The"", ""name"": ""Actor 2 in Believers, The""}]","[""Action"", ""http://dbpedia.org/resource/Genre1_Believers, The"", ""http://dbpedia.org/resource/Genre2_Believers, The"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8316077"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8316078"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
861,Nosferatu a Venezia (1986),http://dbpedia.org/resource/Nosferatu_a_Venezia,Q9853935,"[{""uri"": ""http://dbpedia.org/resource/Director1_Nosferatu a Venezia"", ""name"": ""Director 1 of Nosferatu a Venezia""}, {""uri"": ""http://www.wikidata.org/entity/Q9853936"", ""name"": ""Director A of Q9853935""}, {""uri"": ""http://dbpedia.org/resource/Director2_Nosferatu a Venezia"", ""name"": ""Director 2 of Nosferatu a Venezia""}, {""uri"": ""http://www.wikidata.org/entity/Q9853937"", ""name"": ""Director B of Q9853935""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Nosferatu a Venezia"", ""name"": ""Actor 1 in Nosferatu a Venezia""}, {""uri"": ""http://www.wikidata.org/entity/Q9853939"", ""name"": ""Actor B in Q9853935""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Nosferatu a Venezia"", ""name"": ""Actor 2 in Nosferatu a Venezia""}, {""uri"": ""http://www.wikidata.org/entity/Q9853940"", ""name"": ""Actor C in Q9853935""}, {""uri"": ""http://www.wikidata.org/entity/Q9853938"", ""name"": ""Actor A in Q9853935""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Nosferatu a Venezia"", ""name"": ""Actor 3 in Nosferatu a Venezia""}]","[""http://dbpedia.org/resource/Genre1_Nosferatu a Venezia"", ""http://dbpedia.org/resource/Genre2_Nosferatu a Venezia"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q9853943"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9853944"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
862,Jingle All the Way (1996),http://dbpedia.org/resource/Jingle_All_the_Way,Q6151939,"[{""uri"": ""http://www.wikidata.org/entity/Q6151941"", ""name"": ""Director B of Q6151939""}, {""uri"": ""http://dbpedia.org/resource/Director1_Jingle All the Way"", ""name"": ""Director 1 of Jingle All the Way""}, {""uri"": ""http://dbpedia.org/resource/Director2_Jingle All the Way"", ""name"": ""Director 2 of Jingle All the Way""}, {""uri"": ""http://www.wikidata.org/entity/Q6151940"", ""name"": ""Director A of Q6151939""}]","[{""uri"": ""http://www.wikidata.org/entity/Q6151944"", ""name"": ""Actor C in Q6151939""}, {""uri"": ""http://www.wikidata.org/entity/Q6151943"", ""name"": ""Actor B in Q6151939""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Jingle All the Way"", ""name"": ""Actor 1 in Jingle All the Way""}, {""uri"": ""http://www.wikidata.org/entity/Q6151942"", ""name"": ""Actor A in Q6151939""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Jingle All the Way"", ""name"": ""Actor 2 in Jingle All the Way""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Jingle All the Way"", ""name"": ""Actor 3 in Jingle All the Way""}]","[""http://dbpedia.org/resource/Genre1_Jingle All the Way"", ""Action"", ""http://dbpedia.org/resource/Genre2_Jingle All the Way"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6151947"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6151948"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)","http://dbpedia.org/resource/Garden_of_Finzi-Contini,_The",Q4861948,"[{""uri"": ""http://dbpedia.org/resource/Director2_Garden of Finzi-Contini, The"", ""name"": ""Director 2 of Garden of Finzi-Contini, The""}, {""uri"": ""http://dbpedia.org/resource/Director1_Garden of Finzi-Contini, The"", ""name"": ""Director 1 of Garden of Finzi-Contini, The""}, {""uri"": ""http://www.wikidata.org/entity/Q4861950"", ""name"": ""Director B of Q4861948""}, {""uri"": ""http://www.wikidata.org/entity/Q4861949"", ""name"": ""Director A of Q4861948""}]","[{""uri"": ""http://www.wikidata.org/entity/Q4861953"", ""name"": ""Actor C in Q4861948""}, {""uri"": ""http://www.wikidata.org/entity/Q4861952"", ""name"": ""Actor B in Q4861948""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Garden of Finzi-Contini, The"", ""name"": ""Actor 1 in Garden of Finzi-Contini, The""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Garden of Finzi-Contini, The"", ""name"": ""Actor 2 in Garden of Finzi-Contini, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Garden of Finzi-Contini, The"", ""name"": ""Actor 3 in Garden of Finzi-Contini, The""}, {""uri"": ""http://www.wikidata.org/entity/Q4861951"", ""name"": ""Actor A in Q4861948""}]","[""http://dbpedia.org/resource/Genre2_Garden of Finzi-Contini, The"", ""Action"", ""http://dbpedia.org/resource/Genre1_Garden of Finzi-Contini, The"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q4861956"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4861957"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
864,My Fellow Americans (1996),http://dbpedia.org/resource/My_Fellow_Americans,Q9432717,"[{""uri"": ""http://dbpedia.org/resource/Director2_My Fellow Americans"", ""name"": ""Director 2 of My Fellow Americans""}, {""uri"": ""http://dbpedia.org/resource/Director1_My Fellow Americans"", ""name"": ""Director 1 of My Fellow Americans""}, {""uri"": ""http://www.wikidata.org/entity/Q9432719"", ""name"": ""Director B of Q9432717""}, {""uri"": ""http://www.wikidata.org/entity/Q9432718"", ""name"": ""Director A of Q9432717""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9432722"", ""name"": ""Actor C in Q9432717""}, {""uri"": ""http://dbpedia.org/resource/Actor3_My Fellow Americans"", ""name"": ""Actor 3 in My Fellow Americans""}, {""uri"": ""http://dbpedia.org/resource/Actor2_My Fellow Americans"", ""name"": ""Actor 2 in My Fellow Americans""}, {""uri"": ""http://www.wikidata.org/entity/Q9432720"", ""name"": ""Actor A in Q9432717""}, {""uri"": ""http://dbpedia.org/resource/Actor1_My Fellow Americans"", ""name"": ""Actor 1 in My Fellow Americans""}, {""uri"": ""http://www.wikidata.org/entity/Q9432721"", ""name"": ""Actor B in Q9432717""}]","[""http://dbpedia.org/resource/Genre1_My Fellow Americans"", ""Action"", ""http://dbpedia.org/resource/Genre2_My Fellow Americans"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q9432725"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9432726"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
865,"Ice Storm, The (1997)","http://dbpedia.org/resource/Ice_Storm,_The",Q4573230,"[{""uri"": ""http://www.wikidata.org/entity/Q4573232"", ""name"": ""Director B of Q4573230""}, {""uri"": ""http://dbpedia.org/resource/Director1_Ice Storm, The"", ""name"": ""Director 1 of Ice Storm, The""}, {""uri"": ""http://www.wikidata.org/entity/Q4573231"", ""name"": ""Director A of Q4573230""}, {""uri"": ""http://dbpedia.org/resource/Director2_Ice Storm, The"", ""name"": ""Director 2 of Ice Storm, The""}]","[{""uri"": ""http://www.wikidata.org/entity/Q4573235"", ""name"": ""Actor C in Q4573230""}, {""uri"": ""http://www.wikidata.org/entity/Q4573233"", ""name"": ""Actor A in Q4573230""}, {""uri"": ""http://www.wikidata.org/entity/Q4573234"", ""name"": ""Actor B in Q4573230""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Ice Storm, The"", ""name"": ""Actor 2 in Ice Storm, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Ice Storm, The"", ""name"": ""Actor 3 in Ice Storm, The""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Ice Storm, The"", ""name"": ""Actor 1 in Ice Storm, The""}]","[""http://dbpedia.org/resource/Genre2_Ice Storm, The"", ""http://dbpedia.org/resource/Genre1_Ice Storm, The"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q4573238"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4573239"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
866,Michael (1996),http://dbpedia.org/resource/Michael,Q4801750,"[{""uri"": ""http://www.wikidata.org/entity/Q4801752"", ""name"": ""Director B of Q4801750""}, {""uri"": ""http://www.wikidata.org/entity/Q4801751"", ""name"": ""Director A of Q4801750""}, {""uri"": ""http://dbpedia.org/resource/Director1_Michael"", ""name"": ""Director 1 of Michael""}, {""uri"": ""http://dbpedia.org/resource/Director2_Michael"", ""name"": ""Director 2 of Michael""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Michael"", ""name"": ""Actor 1 in Michael""}, {""uri"": ""http://www.wikidata.org/entity/Q4801753"", ""name"": ""Actor A in Q4801750""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Michael"", ""name"": ""Actor 3 in Michael""}, {""uri"": ""http://www.wikidata.org/entity/Q4801754"", ""name"": ""Actor B in Q4801750""}, {""uri"": ""http://www.wikidata.org/entity/Q4801755"", ""name"": ""Actor C in Q4801750""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Michael"", ""name"": ""Actor 2 in Michael""}]","[""Action"", ""http://dbpedia.org/resource/Genre1_Michael"", ""http://dbpedia.org/resource/Genre2_Michael"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q4801758"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4801759"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
867,"Whole Wide World, The (1996)","http://dbpedia.org/resource/Whole_Wide_World,_The",Q5626975,"[{""uri"": ""http://www.wikidata.org/entity/Q5626976"", ""name"": ""Director A of Q5626975""}, {""uri"": ""http://www.wikidata.org/entity/Q5626977"", ""name"": ""Director B of Q5626975""}, {""uri"": ""http://dbpedia.org/resource/Director1_Whole Wide World, The"", ""name"": ""Director 1 of Whole Wide World, The""}, {""uri"": ""http://dbpedia.org/resource/Director2_Whole Wide World, The"", ""name"": ""Director 2 of Whole Wide World, The""}]","[{""uri"": ""http://www.wikidata.org/entity/Q5626978"", ""name"": ""Actor A in Q5626975""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Whole Wide World, The"", ""name"": ""Actor 3 in Whole Wide World, The""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Whole Wide World, The"", ""name"": ""Actor 1 in Whole Wide World, The""}, {""uri"": ""http://www.wikidata.org/entity/Q5626979"", ""name"": ""Actor B in Q5626975""}, {""uri"": ""http://www.wikidata.org/entity/Q5626980"", ""name"": ""Actor C in Q5626975""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Whole Wide World, The"", ""name"": ""Actor 2 in Whole Wide World, The""}]","[""http://dbpedia.org/resource/Genre1_Whole Wide World, The"", ""http://dbpedia.org/resource/Genre2_Whole Wide World, The"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q5626983"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q5626984"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
868,Hearts and Minds (1996),http://dbpedia.org/resource/Hearts_and_Minds,Q9689255,"[{""uri"": ""http://dbpedia.org/resource/Director2_Hearts and Minds"", ""name"": ""Director 2 of Hearts and Minds""}, {""uri"": ""http://dbpedia.org/resource/Director1_Hearts and Minds"", ""name"": ""Director 1 of Hearts and Minds""}, {""uri"": ""http://www.wikidata.org/entity/Q9689257"", ""name"": ""Director B of Q9689255""}, {""uri"": ""http://www.wikidata.org/entity/Q9689256"", ""name"": ""Director A of Q9689255""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9689260"", ""name"": ""Actor C in Q9689255""}, {""uri"": ""http://www.wikidata.org/entity/Q9689259"", ""name"": ""Actor B in Q9689255""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Hearts and Minds"", ""name"": ""Actor 2 in Hearts and Minds""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Hearts and Minds"", ""name"": ""Actor 1 in Hearts and Minds""}, {""uri"": ""http://www.wikidata.org/entity/Q9689258"", ""name"": ""Actor A in Q9689255""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Hearts and Minds"", ""name"": ""Actor 3 in Hearts and Minds""}]","[""Drama"", ""http://dbpedia.org/resource/Genre2_Hearts and Minds"", ""Action"", ""http://dbpedia.org/resource/Genre1_Hearts and Minds""]","[{""uri"": ""http://www.wikidata.org/entity/Q9689263"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9689264"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
