movie_id,title,dbpedia_uri,wikidata_id
313,Titanic (1997),http://dbpedia.org/resource/Titanic,Q8660206
314,3 Ninjas: High Noon At Mega Mountain (1998),http://dbpedia.org/resource/3_Ninjas:_High_Noon_At_Mega_Mountain,Q3726308
315,Apt Pupil (1998),http://dbpedia.org/resource/Apt_Pupil,Q5201221
316,As Good As It Gets (1997),http://dbpedia.org/resource/As_Good_As_It_Gets,Q5164376
317,In the Name of the Father (1993),http://dbpedia.org/resource/In_the_Name_of_the_Father,Q158867
318,Schindler's List (1993),http://dbpedia.org/resource/Schindler's_List,Q7724357
319,Everyone Says I Love You (1996),http://dbpedia.org/resource/Everyone_Says_I_Love_You,Q8827942
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),http://dbpedia.org/resource/Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills,Q7194250
321,Mother (1996),http://dbpedia.org/resource/Mother,Q6328224
322,Murder at 1600 (1997),http://dbpedia.org/resource/Murder_at_1600,Q709232
323,Dante's Peak (1997),http://dbpedia.org/resource/Dante's_Peak,Q2931666
324,Lost Highway (1997),http://dbpedia.org/resource/Lost_Highway,Q3087481
325,Crash (1996),http://dbpedia.org/resource/Crash,Q1746048
326,G.I. Jane (1997),http://dbpedia.org/resource/G.I._Jane,Q1489052
327,Cop Land (1997),http://dbpedia.org/resource/Cop_Land,Q3035432
328,Conspiracy Theory (1997),http://dbpedia.org/resource/Conspiracy_Theory,Q8488697
329,Desperate Measures (1998),http://dbpedia.org/resource/Desperate_Measures,Q2466622
330,187 (1997),http://dbpedia.org/resource/187,Q41248
331,"Edge, The (1997)","http://dbpedia.org/resource/Edge,_The",Q5147117
332,Kiss the Girls (1997),http://dbpedia.org/resource/Kiss_the_Girls,Q2830025
333,"Game, The (1997)","http://dbpedia.org/resource/Game,_The",Q537146
334,U Turn (1997),http://dbpedia.org/resource/U_Turn,Q1947330
335,How to Be a Player (1997),http://dbpedia.org/resource/How_to_Be_a_Player,Q1607954
336,Playing God (1997),http://dbpedia.org/resource/Playing_God,Q4314898
337,"House of Yes, The (1997)","http://dbpedia.org/resource/House_of_Yes,_The",Q8995134
338,Bean (1997),http://dbpedia.org/resource/Bean,Q3662060
339,Mad City (1997),http://dbpedia.org/resource/Mad_City,Q2814721
340,Boogie Nights (1997),http://dbpedia.org/resource/Boogie_Nights,Q793018
341,Critical Care (1997),http://dbpedia.org/resource/Critical_Care,Q8131534
342,"Man Who Knew Too Little, The (1997)","http://dbpedia.org/resource/Man_Who_Knew_Too_Little,_The",Q8926297
343,Alien: Resurrection (1997),http://dbpedia.org/resource/Alien:_Resurrection,Q8131883
344,"Apostle, The (1997)","http://dbpedia.org/resource/Apostle,_The",Q6982068
345,Deconstructing Harry (1997),http://dbpedia.org/resource/Deconstructing_Harry,Q2441453
346,Jackie Brown (1997),http://dbpedia.org/resource/Jackie_Brown,Q4463328
347,Wag the Dog (1997),http://dbpedia.org/resource/Wag_the_Dog,Q1465178
348,Desperate Measures (1998),http://dbpedia.org/resource/Desperate_Measures,Q2466622
349,Hard Rain (1998),http://dbpedia.org/resource/Hard_Rain,Q1905614
350,Fallen (1998),http://dbpedia.org/resource/Fallen,Q5943963
351,"Prophecy II, The (1998)","http://dbpedia.org/resource/Prophecy_II,_The",Q9148678
352,Spice World (1997),http://dbpedia.org/resource/Spice_World,Q3829323
353,Deep Rising (1998),http://dbpedia.org/resource/Deep_Rising,Q9671893
354,"Wedding Singer, The (1998)","http://dbpedia.org/resource/Wedding_Singer,_The",Q6878238
355,Sphere (1998),http://dbpedia.org/resource/Sphere,Q9678132
356,"Client, The (1994)","http://dbpedia.org/resource/Client,_The",Q4695214
357,One Flew Over the Cuckoo's Nest (1975),http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest,Q1776954
358,Spawn (1997),http://dbpedia.org/resource/Spawn,Q1849898
359,"Assignment, The (1997)","http://dbpedia.org/resource/Assignment,_The",Q797028
360,Wonderland (1997),http://dbpedia.org/resource/Wonderland,Q5568635
361,Incognito (1997),http://dbpedia.org/resource/Incognito,Q6333570
362,Blues Brothers 2000 (1998),http://dbpedia.org/resource/Blues_Brothers_2000,Q1641899
363,Sudden Death (1995),http://dbpedia.org/resource/Sudden_Death,Q8563305
364,Ace Ventura: When Nature Calls (1995),http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls,Q1381522
365,Powder (1995),http://dbpedia.org/resource/Powder,Q8462684
366,Dangerous Minds (1995),http://dbpedia.org/resource/Dangerous_Minds,Q1936117
367,Clueless (1995),http://dbpedia.org/resource/Clueless,Q9884113
368,Bio-Dome (1996),http://dbpedia.org/resource/Bio-Dome,Q1333985
369,Black Sheep (1996),http://dbpedia.org/resource/Black_Sheep,Q397591
370,Mary Reilly (1996),http://dbpedia.org/resource/Mary_Reilly,Q4063429
371,"Bridges of Madison County, The (1995)","http://dbpedia.org/resource/Bridges_of_Madison_County,_The",Q7068745
372,Jeffrey (1995),http://dbpedia.org/resource/Jeffrey,Q2974359
373,Judge Dredd (1995),http://dbpedia.org/resource/Judge_Dredd,Q4203483
374,Mighty Morphin Power Rangers: The Movie (1995),http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie,Q8546621
375,Showgirls (1995),http://dbpedia.org/resource/Showgirls,Q3195829
376,Houseguest (1994),http://dbpedia.org/resource/Houseguest,Q8300359
377,Heavyweights (1994),http://dbpedia.org/resource/Heavyweights,Q558038
378,Miracle on 34th Street (1994),http://dbpedia.org/resource/Miracle_on_34th_Street,Q1222714
379,Tales From the Crypt Presents: Demon Knight (1995),http://dbpedia.org/resource/Tales_From_the_Crypt_Presents:_Demon_Knight,Q9500309
380,Star Trek: Generations (1994),http://dbpedia.org/resource/Star_Trek:_Generations,Q8910366
381,Muriel's Wedding (1994),http://dbpedia.org/resource/Muriel's_Wedding,Q5508761
382,"Adventures of Priscilla, Queen of the Desert, The (1994)","http://dbpedia.org/resource/Adventures_of_Priscilla,_Queen_of_the_Desert,_The",Q6383898
383,"Flintstones, The (1994)","http://dbpedia.org/resource/Flintstones,_The",Q7698569
384,Naked Gun 33 1/3: The Final Insult (1994),http://dbpedia.org/resource/Naked_Gun_33_1/3:_The_Final_Insult,Q7846136
385,True Lies (1994),http://dbpedia.org/resource/True_Lies,Q1240656
386,Addams Family Values (1993),http://dbpedia.org/resource/Addams_Family_Values,Q3261746
387,"Age of Innocence, The (1993)","http://dbpedia.org/resource/Age_of_Innocence,_The",Q4427364
388,Beverly Hills Cop III (1994),http://dbpedia.org/resource/Beverly_Hills_Cop_III,Q668471
389,Black Beauty (1994),http://dbpedia.org/resource/Black_Beauty,Q3214057
390,Fear of a Black Hat (1993),http://dbpedia.org/resource/Fear_of_a_Black_Hat,Q2326695
391,Last Action Hero (1993),http://dbpedia.org/resource/Last_Action_Hero,Q1155273
392,"Man Without a Face, The (1993)","http://dbpedia.org/resource/Man_Without_a_Face,_The",Q9249165
393,Mrs. Doubtfire (1993),http://dbpedia.org/resource/Mrs._Doubtfire,Q5578345
394,Radioland Murders (1994),http://dbpedia.org/resource/Radioland_Murders,Q3196577
395,Robin Hood: Men in Tights (1993),http://dbpedia.org/resource/Robin_Hood:_Men_in_Tights,Q7465046
396,Serial Mom (1994),http://dbpedia.org/resource/Serial_Mom,Q6544235
397,Striking Distance (1993),http://dbpedia.org/resource/Striking_Distance,Q6694232
398,Super Mario Bros. (1993),http://dbpedia.org/resource/Super_Mario_Bros.,Q8712644
399,"Three Musketeers, The (1993)","http://dbpedia.org/resource/Three_Musketeers,_The",Q9782831
400,"Little Rascals, The (1994)","http://dbpedia.org/resource/Little_Rascals,_The",Q5328037
401,"Brady Bunch Movie, The (1995)","http://dbpedia.org/resource/Brady_Bunch_Movie,_The",Q1263955
402,Ghost (1990),http://dbpedia.org/resource/Ghost,Q6969948
403,Batman (1989),http://dbpedia.org/resource/Batman,Q2934460
404,Pinocchio (1940),http://dbpedia.org/resource/Pinocchio,Q7974602
405,Mission: Impossible (1996),http://dbpedia.org/resource/Mission:_Impossible,Q6200093
406,Thinner (1996),http://dbpedia.org/resource/Thinner,Q5615912
407,Spy Hard (1996),http://dbpedia.org/resource/Spy_Hard,Q1008053
408,"Close Shave, A (1995)","http://dbpedia.org/resource/Close_Shave,_A",Q4227699
409,Jack (1996),http://dbpedia.org/resource/Jack,Q3731104
410,Kingpin (1996),http://dbpedia.org/resource/Kingpin,Q5427144
411,"Nutty Professor, The (1996)","http://dbpedia.org/resource/Nutty_Professor,_The",Q3943371
412,"Very Brady Sequel, A (1996)","http://dbpedia.org/resource/Very_Brady_Sequel,_A",Q7758451
413,Tales from the Crypt Presents: Bordello of Blood (1996),http://dbpedia.org/resource/Tales_from_the_Crypt_Presents:_Bordello_of_Blood,Q8213106
414,My Favorite Year (1982),http://dbpedia.org/resource/My_Favorite_Year,Q9012891
415,"Apple Dumpling Gang, The (1975)","http://dbpedia.org/resource/Apple_Dumpling_Gang,_The",Q5001882
416,Old Yeller (1957),http://dbpedia.org/resource/Old_Yeller,Q5995195
417,"Parent Trap, The (1961)","http://dbpedia.org/resource/Parent_Trap,_The",Q7834509
418,Cinderella (1950),http://dbpedia.org/resource/Cinderella,Q3763911
419,Mary Poppins (1964),http://dbpedia.org/resource/Mary_Poppins,Q3790998
420,Alice in Wonderland (1951),http://dbpedia.org/resource/Alice_in_Wonderland,Q426054
421,William Shakespeare's Romeo and Juliet (1996),http://dbpedia.org/resource/William_Shakespeare's_Romeo_and_Juliet,Q6248573
422,Aladdin and the King of Thieves (1996),http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves,Q8829714
423,E.T. the Extra-Terrestrial (1982),http://dbpedia.org/resource/E.T._the_Extra-Terrestrial,Q686610
424,Children of the Corn: The Gathering (1996),http://dbpedia.org/resource/Children_of_the_Corn:_The_Gathering,Q5726594
425,Bob Roberts (1992),http://dbpedia.org/resource/Bob_Roberts,Q1435461
426,"Transformers: The Movie, The (1986)","http://dbpedia.org/resource/Transformers:_The_Movie,_The",Q4047133
427,To Kill a Mockingbird (1962),http://dbpedia.org/resource/To_Kill_a_Mockingbird,Q2776851
428,Harold and Maude (1971),http://dbpedia.org/resource/Harold_and_Maude,Q9811360
429,"Day the Earth Stood Still, The (1951)","http://dbpedia.org/resource/Day_the_Earth_Stood_Still,_The",Q5070838
430,Duck Soup (1933),http://dbpedia.org/resource/Duck_Soup,Q1810500
431,Highlander (1986),http://dbpedia.org/resource/Highlander,Q1881883
432,Fantasia (1940),http://dbpedia.org/resource/Fantasia,Q3369436
433,Heathers (1989),http://dbpedia.org/resource/Heathers,Q1794788
434,Forbidden Planet (1956),http://dbpedia.org/resource/Forbidden_Planet,Q2146485
435,Butch Cassidy and the Sundance Kid (1969),http://dbpedia.org/resource/Butch_Cassidy_and_the_Sundance_Kid,Q639861
436,"American Werewolf in London, An (1981)","http://dbpedia.org/resource/American_Werewolf_in_London,_An",Q2986887
437,Amityville 1992: It's About Time (1992),http://dbpedia.org/resource/Amityville_1992:_It's_About_Time,Q4497341
438,Amityville 3-D (1983),http://dbpedia.org/resource/Amityville_3-D,Q7736122
439,Amityville: A New Generation (1993),http://dbpedia.org/resource/Amityville:_A_New_Generation,Q2877773
440,Amityville II: The Possession (1982),http://dbpedia.org/resource/Amityville_II:_The_Possession,Q5756023
441,"Amityville Horror, The (1979)","http://dbpedia.org/resource/Amityville_Horror,_The",Q4476090
442,"Amityville Curse, The (1990)","http://dbpedia.org/resource/Amityville_Curse,_The",Q4828465
443,"Birds, The (1963)","http://dbpedia.org/resource/Birds,_The",Q6888245
444,"Blob, The (1958)","http://dbpedia.org/resource/Blob,_The",Q2325499
445,"Body Snatcher, The (1945)","http://dbpedia.org/resource/Body_Snatcher,_The",Q9326626
446,Burnt Offerings (1976),http://dbpedia.org/resource/Burnt_Offerings,Q197811
447,Carrie (1976),http://dbpedia.org/resource/Carrie,Q2877353
448,"Omen, The (1976)","http://dbpedia.org/resource/Omen,_The",Q5534284
449,Star Trek: The Motion Picture (1979),http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture,Q4562916
450,Star Trek V: The Final Frontier (1989),http://dbpedia.org/resource/Star_Trek_V:_The_Final_Frontier,Q4503095
451,Grease (1978),http://dbpedia.org/resource/Grease,Q8907357
452,Jaws 2 (1978),http://dbpedia.org/resource/Jaws_2,Q1762843
453,Jaws 3-D (1983),http://dbpedia.org/resource/Jaws_3-D,Q4459249
454,Bastard Out of Carolina (1996),http://dbpedia.org/resource/Bastard_Out_of_Carolina,Q8929649
455,Jackie Chan's First Strike (1996),http://dbpedia.org/resource/Jackie_Chan's_First_Strike,Q5363306
456,Beverly Hills Ninja (1997),http://dbpedia.org/resource/Beverly_Hills_Ninja,Q8386489
457,Free Willy 3: The Rescue (1997),http://dbpedia.org/resource/Free_Willy_3:_The_Rescue,Q3354835
458,Nixon (1995),http://dbpedia.org/resource/Nixon,Q8173579
459,"Cry, the Beloved Country (1995)","http://dbpedia.org/resource/Cry,_the_Beloved_Country",Q6298390
460,"Crossing Guard, The (1995)","http://dbpedia.org/resource/Crossing_Guard,_The",Q1433686
461,Smoke (1995),http://dbpedia.org/resource/Smoke,Q5102887
462,Like Water For Chocolate (Como agua para chocolate) (1992),http://dbpedia.org/resource/Like_Water_For_Chocolate,Q7698033
463,"Secret of Roan Inish, The (1994)","http://dbpedia.org/resource/Secret_of_Roan_Inish,_The",Q3557090
464,Vanya on 42nd Street (1994),http://dbpedia.org/resource/Vanya_on_42nd_Street,Q3883681
465,"Jungle Book, The (1994)","http://dbpedia.org/resource/Jungle_Book,_The",Q8811656
466,Red Rock West (1992),http://dbpedia.org/resource/Red_Rock_West,Q8110262
467,"Bronx Tale, A (1993)","http://dbpedia.org/resource/Bronx_Tale,_A",Q4192339
468,Rudy (1993),http://dbpedia.org/resource/Rudy,Q4543627
469,Short Cuts (1993),http://dbpedia.org/resource/Short_Cuts,Q3239876
470,Tombstone (1993),http://dbpedia.org/resource/Tombstone,Q8240028
471,Courage Under Fire (1996),http://dbpedia.org/resource/Courage_Under_Fire,Q6597396
472,Dragonheart (1996),http://dbpedia.org/resource/Dragonheart,Q1503904
473,James and the Giant Peach (1996),http://dbpedia.org/resource/James_and_the_Giant_Peach,Q4083177
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),http://dbpedia.org/resource/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb,Q6989319
475,Trainspotting (1996),http://dbpedia.org/resource/Trainspotting,Q1130685
476,"First Wives Club, The (1996)","http://dbpedia.org/resource/First_Wives_Club,_The",Q8323334
477,Matilda (1996),http://dbpedia.org/resource/Matilda,Q61497
478,"Philadelphia Story, The (1940)","http://dbpedia.org/resource/Philadelphia_Story,_The",Q1671287
479,Vertigo (1958),http://dbpedia.org/resource/Vertigo,Q7016689
480,North by Northwest (1959),http://dbpedia.org/resource/North_by_Northwest,Q9906662
481,"Apartment, The (1960)","http://dbpedia.org/resource/Apartment,_The",Q4255594
482,Some Like It Hot (1959),http://dbpedia.org/resource/Some_Like_It_Hot,Q6804947
483,Casablanca (1942),http://dbpedia.org/resource/Casablanca,Q6513344
484,"Maltese Falcon, The (1941)","http://dbpedia.org/resource/Maltese_Falcon,_The",Q3684543
485,My Fair Lady (1964),http://dbpedia.org/resource/My_Fair_Lady,Q126594
486,Sabrina (1954),http://dbpedia.org/resource/Sabrina,Q2819644
487,Roman Holiday (1953),http://dbpedia.org/resource/Roman_Holiday,Q5747622
488,Sunset Blvd. (1950),http://dbpedia.org/resource/Sunset_Blvd.,Q5047603
489,Notorious (1946),http://dbpedia.org/resource/Notorious,Q4067278
490,To Catch a Thief (1955),http://dbpedia.org/resource/To_Catch_a_Thief,Q720304
491,"Adventures of Robin Hood, The (1938)","http://dbpedia.org/resource/Adventures_of_Robin_Hood,_The",Q6081669
492,East of Eden (1955),http://dbpedia.org/resource/East_of_Eden,Q2283578
493,"Thin Man, The (1934)","http://dbpedia.org/resource/Thin_Man,_The",Q8105314
494,His Girl Friday (1940),http://dbpedia.org/resource/His_Girl_Friday,Q5596055
495,Around the World in 80 Days (1956),http://dbpedia.org/resource/Around_the_World_in_80_Days,Q2078691
496,It's a Wonderful Life (1946),http://dbpedia.org/resource/It's_a_Wonderful_Life,Q1743106
497,Bringing Up Baby (1938),http://dbpedia.org/resource/Bringing_Up_Baby,Q73292
498,"African Queen, The (1951)","http://dbpedia.org/resource/African_Queen,_The",Q2833657
499,Cat on a Hot Tin Roof (1958),http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof,Q5353699
500,Fly Away Home (1996),http://dbpedia.org/resource/Fly_Away_Home,Q6979829
501,Dumbo (1941),http://dbpedia.org/resource/Dumbo,Q1428572
502,Bananas (1971),http://dbpedia.org/resource/Bananas,Q7263995
503,"Candidate, The (1972)","http://dbpedia.org/resource/Candidate,_The",Q2078280
504,Bonnie and Clyde (1967),http://dbpedia.org/resource/Bonnie_and_Clyde,Q257297
505,Dial M for Murder (1954),http://dbpedia.org/resource/Dial_M_for_Murder,Q7469012
506,Rebel Without a Cause (1955),http://dbpedia.org/resource/Rebel_Without_a_Cause,Q3165671
507,"Streetcar Named Desire, A (1951)","http://dbpedia.org/resource/Streetcar_Named_Desire,_A",Q4451369
508,"People vs. Larry Flynt, The (1996)","http://dbpedia.org/resource/People_vs._Larry_Flynt,_The",Q9165868
509,My Left Foot (1989),http://dbpedia.org/resource/My_Left_Foot,Q6830102
510,"Magnificent Seven, The (1954)","http://dbpedia.org/resource/Magnificent_Seven,_The",Q4370980
511,Lawrence of Arabia (1962),http://dbpedia.org/resource/Lawrence_of_Arabia,Q7401881
512,Wings of Desire (1987),http://dbpedia.org/resource/Wings_of_Desire,Q7284819
513,"Third Man, The (1949)","http://dbpedia.org/resource/Third_Man,_The",Q3833762
514,Annie Hall (1977),http://dbpedia.org/resource/Annie_Hall,Q197205
515,"Boot, Das (1981)","http://dbpedia.org/resource/Boot,_Das",Q1074712
516,Local Hero (1983),http://dbpedia.org/resource/Local_Hero,Q6208797
517,Manhattan (1979),http://dbpedia.org/resource/Manhattan,Q1119398
518,Miller's Crossing (1990),http://dbpedia.org/resource/Miller's_Crossing,Q1688129
519,"Treasure of the Sierra Madre, The (1948)","http://dbpedia.org/resource/Treasure_of_the_Sierra_Madre,_The",Q2677586
520,"Great Escape, The (1963)","http://dbpedia.org/resource/Great_Escape,_The",Q8504454
521,"Deer Hunter, The (1978)","http://dbpedia.org/resource/Deer_Hunter,_The",Q2533747
522,Down by Law (1986),http://dbpedia.org/resource/Down_by_Law,Q7767810
523,Cool Hand Luke (1967),http://dbpedia.org/resource/Cool_Hand_Luke,Q6474543
524,"Great Dictator, The (1940)","http://dbpedia.org/resource/Great_Dictator,_The",Q1784540
525,"Big Sleep, The (1946)","http://dbpedia.org/resource/Big_Sleep,_The",Q6054319
526,Ben-Hur (1959),http://dbpedia.org/resource/Ben-Hur,Q9970586
527,Gandhi (1982),http://dbpedia.org/resource/Gandhi,Q6513185
528,"Killing Fields, The (1984)","http://dbpedia.org/resource/Killing_Fields,_The",Q1613642
529,My Life as a Dog (Mitt liv som hund) (1985),http://dbpedia.org/resource/My_Life_as_a_Dog,Q6410363
530,"Man Who Would Be King, The (1975)","http://dbpedia.org/resource/Man_Who_Would_Be_King,_The",Q5250337
531,Shine (1996),http://dbpedia.org/resource/Shine,Q688266
532,Kama Sutra: A Tale of Love (1996),http://dbpedia.org/resource/Kama_Sutra:_A_Tale_of_Love,Q1934248
533,"Daytrippers, The (1996)","http://dbpedia.org/resource/Daytrippers,_The",Q5866606
534,Traveller (1997),http://dbpedia.org/resource/Traveller,Q9068748
535,Addicted to Love (1997),http://dbpedia.org/resource/Addicted_to_Love,Q109518
536,Ponette (1996),http://dbpedia.org/resource/Ponette,Q9530110
537,My Own Private Idaho (1991),http://dbpedia.org/resource/My_Own_Private_Idaho,Q3398907
538,Anastasia (1997),http://dbpedia.org/resource/Anastasia,Q5411615
539,Mouse Hunt (1997),http://dbpedia.org/resource/Mouse_Hunt,Q855745
540,Money Train (1995),http://dbpedia.org/resource/Money_Train,Q6898585
541,Mortal Kombat (1995),http://dbpedia.org/resource/Mortal_Kombat,Q3166736
542,Pocahontas (1995),http://dbpedia.org/resource/Pocahontas,Q8015677
543,"Misérables, Les (1995)","http://dbpedia.org/resource/Misérables,_Les",Q5832891
544,Things to Do in Denver when You're Dead (1995),http://dbpedia.org/resource/Things_to_Do_in_Denver_when_You're_Dead,Q6777849
545,Vampire in Brooklyn (1995),http://dbpedia.org/resource/Vampire_in_Brooklyn,Q4651108
546,Broken Arrow (1996),http://dbpedia.org/resource/Broken_Arrow,Q9790326
547,"Young Poisoner's Handbook, The (1995)","http://dbpedia.org/resource/Young_Poisoner's_Handbook,_The",Q7693491
548,"NeverEnding Story III, The (1994)","http://dbpedia.org/resource/NeverEnding_Story_III,_The",Q6277213
549,Rob Roy (1995),http://dbpedia.org/resource/Rob_Roy,Q4068759
550,Die Hard: With a Vengeance (1995),http://dbpedia.org/resource/Die_Hard:_With_a_Vengeance,Q9969345
551,Lord of Illusions (1995),http://dbpedia.org/resource/Lord_of_Illusions,Q9505525
552,Species (1995),http://dbpedia.org/resource/Species,Q5051022
553,"Walk in the Clouds, A (1995)","http://dbpedia.org/resource/Walk_in_the_Clouds,_A",Q9352753
554,Waterworld (1995),http://dbpedia.org/resource/Waterworld,Q4077932
555,White Man's Burden (1995),http://dbpedia.org/resource/White_Man's_Burden,Q4791121
556,Wild Bill (1995),http://dbpedia.org/resource/Wild_Bill,Q2759159
557,Farinelli: il castrato (1994),http://dbpedia.org/resource/Farinelli:_il_castrato,Q7797229
558,Heavenly Creatures (1994),http://dbpedia.org/resource/Heavenly_Creatures,Q1045612
559,Interview with the Vampire (1994),http://dbpedia.org/resource/Interview_with_the_Vampire,Q9907396
560,"Kid in King Arthur's Court, A (1995)","http://dbpedia.org/resource/Kid_in_King_Arthur's_Court,_A",Q1280760
561,Mary Shelley's Frankenstein (1994),http://dbpedia.org/resource/Mary_Shelley's_Frankenstein,Q3582276
562,"Quick and the Dead, The (1995)","http://dbpedia.org/resource/Quick_and_the_Dead,_The",Q983596
563,Stephen King's The Langoliers (1995),http://dbpedia.org/resource/Stephen_King's_The_Langoliers,Q4770359
564,Tales from the Hood (1995),http://dbpedia.org/resource/Tales_from_the_Hood,Q2390385
565,Village of the Damned (1995),http://dbpedia.org/resource/Village_of_the_Damned,Q141342
566,Clear and Present Danger (1994),http://dbpedia.org/resource/Clear_and_Present_Danger,Q5794220
567,Wes Craven's New Nightmare (1994),http://dbpedia.org/resource/Wes_Craven's_New_Nightmare,Q852026
568,Speed (1994),http://dbpedia.org/resource/Speed,Q1666097
569,Wolf (1994),http://dbpedia.org/resource/Wolf,Q6652131
570,Wyatt Earp (1994),http://dbpedia.org/resource/Wyatt_Earp,Q3024925
571,Another Stakeout (1993),http://dbpedia.org/resource/Another_Stakeout,Q6832436
572,Blown Away (1994),http://dbpedia.org/resource/Blown_Away,Q5129723
573,Body Snatchers (1993),http://dbpedia.org/resource/Body_Snatchers,Q1511916
574,Boxing Helena (1993),http://dbpedia.org/resource/Boxing_Helena,Q3120824
575,City Slickers II: The Legend of Curly's Gold (1994),http://dbpedia.org/resource/City_Slickers_II:_The_Legend_of_Curly's_Gold,Q3339042
576,Cliffhanger (1993),http://dbpedia.org/resource/Cliffhanger,Q4628044
577,Coneheads (1993),http://dbpedia.org/resource/Coneheads,Q8458475
578,Demolition Man (1993),http://dbpedia.org/resource/Demolition_Man,Q9820968
579,Fatal Instinct (1993),http://dbpedia.org/resource/Fatal_Instinct,Q9407970
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","http://dbpedia.org/resource/Englishman_Who_Went_Up_a_Hill,_But_Came_Down_a_Mountain,_The",Q2229341
581,Kalifornia (1993),http://dbpedia.org/resource/Kalifornia,Q8328940
582,"Piano, The (1993)","http://dbpedia.org/resource/Piano,_The",Q206047
583,Romeo Is Bleeding (1993),http://dbpedia.org/resource/Romeo_Is_Bleeding,Q8643796
584,"Secret Garden, The (1993)","http://dbpedia.org/resource/Secret_Garden,_The",Q444361
585,Son in Law (1993),http://dbpedia.org/resource/Son_in_Law,Q6040736
586,Terminal Velocity (1994),http://dbpedia.org/resource/Terminal_Velocity,Q558506
587,"Hour of the Pig, The (1993)","http://dbpedia.org/resource/Hour_of_the_Pig,_The",Q3923504
588,Beauty and the Beast (1991),http://dbpedia.org/resource/Beauty_and_the_Beast,Q5978888
589,"Wild Bunch, The (1969)","http://dbpedia.org/resource/Wild_Bunch,_The",Q3209765
590,Hellraiser: Bloodline (1996),http://dbpedia.org/resource/Hellraiser:_Bloodline,Q4886212
591,Primal Fear (1996),http://dbpedia.org/resource/Primal_Fear,Q8136220
592,True Crime (1995),http://dbpedia.org/resource/True_Crime,Q9098391
593,Stalingrad (1993),http://dbpedia.org/resource/Stalingrad,Q9159231
594,Heavy (1995),http://dbpedia.org/resource/Heavy,Q1586815
595,"Fan, The (1996)","http://dbpedia.org/resource/Fan,_The",Q8411736
596,"Hunchback of Notre Dame, The (1996)","http://dbpedia.org/resource/Hunchback_of_Notre_Dame,_The",Q4782042
597,Eraser (1996),http://dbpedia.org/resource/Eraser,Q1040929
598,"Big Squeeze, The (1996)","http://dbpedia.org/resource/Big_Squeeze,_The",Q5417412
599,Police Story 4: Project S (Chao ji ji hua) (1993),http://dbpedia.org/resource/Police_Story_4:_Project_S,Q3658496
600,Daniel Defoe's Robinson Crusoe (1996),http://dbpedia.org/resource/Daniel_Defoe's_Robinson_Crusoe,Q9993564
601,For Whom the Bell Tolls (1943),http://dbpedia.org/resource/For_Whom_the_Bell_Tolls,Q3836060
602,"American in Paris, An (1951)","http://dbpedia.org/resource/American_in_Paris,_An",Q4473872
603,Rear Window (1954),http://dbpedia.org/resource/Rear_Window,Q1055481
604,It Happened One Night (1934),http://dbpedia.org/resource/It_Happened_One_Night,Q3158546
605,Meet Me in St. Louis (1944),http://dbpedia.org/resource/Meet_Me_in_St._Louis,Q3073338
606,All About Eve (1950),http://dbpedia.org/resource/All_About_Eve,Q7187398
607,Rebecca (1940),http://dbpedia.org/resource/Rebecca,Q7430613
608,Spellbound (1945),http://dbpedia.org/resource/Spellbound,Q5725467
609,Father of the Bride (1950),http://dbpedia.org/resource/Father_of_the_Bride,Q5798635
610,Gigi (1958),http://dbpedia.org/resource/Gigi,Q1336834
611,Laura (1944),http://dbpedia.org/resource/Laura,Q4547737
612,Lost Horizon (1937),http://dbpedia.org/resource/Lost_Horizon,Q2318647
613,My Man Godfrey (1936),http://dbpedia.org/resource/My_Man_Godfrey,Q1243405
614,Giant (1956),http://dbpedia.org/resource/Giant,Q8972339
615,"39 Steps, The (1935)","http://dbpedia.org/resource/39_Steps,_The",Q4095087
616,Night of the Living Dead (1968),http://dbpedia.org/resource/Night_of_the_Living_Dead,Q1386279
617,"Blue Angel, The (Blaue Engel, Der) (1930)","http://dbpedia.org/resource/Blue_Angel,_The",Q7083981
618,Picnic (1955),http://dbpedia.org/resource/Picnic,Q4293191
619,Extreme Measures (1996),http://dbpedia.org/resource/Extreme_Measures,Q8997955
620,"Chamber, The (1996)","http://dbpedia.org/resource/Chamber,_The",Q2169798
621,"Davy Crockett, King of the Wild Frontier (1955)","http://dbpedia.org/resource/Davy_Crockett,_King_of_the_Wild_Frontier",Q3923315
622,Swiss Family Robinson (1960),http://dbpedia.org/resource/Swiss_Family_Robinson,Q3892030
623,Angels in the Outfield (1994),http://dbpedia.org/resource/Angels_in_the_Outfield,Q3963986
624,"Three Caballeros, The (1945)","http://dbpedia.org/resource/Three_Caballeros,_The",Q8559235
